file,shape_CZYX,projection,bg_sigma,clahe_clip,smooth_sigma,g488_n,g488_mean,g488_median,g488_p10,g488_p90,g488_std,r568_n,r568_mean,r568_median,r568_p10,r568_p90,r568_std,dapi_n,dapi_mean,dapi_median,dapi_p10,dapi_p90,dapi_std,mask488_area_fraction,mask568_area_fraction,g488_mean_in_mask488,r568_mean_in_mask568,corr_488_568_in_union_mask
example raw data.nd2,4x4x512x512,max,50,0.01,1,248749,0.057475537061691284,0.017110412940382957,0.00021994255075696856,0.17385433614253998,0.09934354573488235,260099,0.11288464069366455,0.06549936532974243,0.00165271176956594,0.2956896126270294,0.13629578053951263,101952,0.08797396719455719,0.0024138218723237514,5.36141897100606e-07,0.3945033848285675,0.17352476716041565,0.09619903564453125,0.14126205444335938,0.3030349314212799,0.3808135986328125,0.5540482997894287
